,data,labels,group,generalisation
22580,how do i get downtown by foot,directions,test,ID
22581,how do i get to the subway by foot,directions,test,ID
22582,how do i get to the train by foot,directions,test,ID
22583,how do i get to central park by foot,directions,test,ID
22584,how do i get to the airport by foot,directions,test,ID
22585,where is the nearest wal mart,directions,test,ID
22586,i want directions to phoenix,directions,test,ID
22587,i must understand the nearest gas station to glendale,directions,test,ID
22588,i need some directions to phoenix,directions,test,ID
22589,give me directions to phoenix,directions,test,ID
22590,i must know the closest gas station to glendale,directions,test,ID
22591,where is the nearest fry's,directions,test,ID
22592,where is the nearest papa john's,directions,test,ID
22593,i would love to know the closest gas station to glendale,directions,test,ID
22594,get me directions to phoenix,directions,test,ID
22595,where is the nearest k mart,directions,test,ID
22596,where is the nearest circuit city,directions,test,ID
22597,let me know the nearest gas station to glendale,directions,test,ID
22598,where is the closest gas station to glendale,directions,test,ID
22599,where is the nearest movie theater to time' square,directions,test,ID
22600,where is the closest bathroom to the statue of liberty,directions,test,ID
22601,where is the closest mcdonald's to foxwoods casino,directions,test,ID
22602,where is the nearest marijuana dispensary to kentucky fried chicken,directions,test,ID
22603,where is the closest hospital to madison square garden,directions,test,ID
22604,where is the closest pharmacy,directions,test,ID
22605,show me the nearest gas station,directions,test,ID
22606,which hospital is nearest to me,directions,test,ID
22607,i need to know where the hospital closest to me is,directions,test,ID
22608,where is the nearest arco gas station to macdonalds,directions,test,ID
22609,find the closest cvs near galleria mall,directions,test,ID
22610,spell aaron,spelling,test,ID
22611,how do you spell aaron,spelling,test,ID
22612,spell the word aaron,spelling,test,ID
22613,correct spelling for aaron,spelling,test,ID
22614,spell aaron for me,spelling,test,ID
22615,"i don't know how to spell apoplectic, can you tell me",spelling,test,ID
22616,"what is the correct spelling of the word comity, since i do not know",spelling,test,ID
22617,"do you know how to spell, bourgeois",spelling,test,ID
22618,"how do you spell the word comity, i need to know",spelling,test,ID
22619,i need to know how to spell the word serendipity,spelling,test,ID
22620,can you tell me the correct spelling of liaison,spelling,test,ID
22621,what is the proper spelling of corporate,spelling,test,ID
22622,please tell me how to spell the word coup,spelling,test,ID
22623,i am not sure how to spell the word liaison,spelling,test,ID
22624,"can you tell me how to spell the word schadenfreude, i don't know how it's spelt",spelling,test,ID
22625,do you know how to spell curiosity,spelling,test,ID
22626,spell curiosity for me,spelling,test,ID
22627,tell me how to spell curiosity,spelling,test,ID
22628,i need to know the proper spelling of curiosity,spelling,test,ID
22629,please tell me how curiosity is spelled,spelling,test,ID
22630,"what's the proper way to spell ""helicopter",spelling,test,ID
22631,"tell me how to spent ""frightened",spelling,test,ID
22632,"can you spell ""fragile"" for me",spelling,test,ID
22633,"can you spell out ""wonderful",spelling,test,ID
22634,"i need to know how to spell ""miranda",spelling,test,ID
22635,"i need help spelling ""exquisite",spelling,test,ID
22636,"can you spell out ""annulment",spelling,test,ID
22637,"how do you spell ""exactly",spelling,test,ID
22638,"how do you spell ""montpelier",spelling,test,ID
22639,"what's the right way to spell ""emolument",spelling,test,ID
22640,how are you doing,greeting,test,ID
22641,are you okay,greeting,test,ID
22642,what are you feeling today,greeting,test,ID
22643,is everything ok today,greeting,test,ID
22644,are you doing alright,greeting,test,ID
22645,"hello, how's your day",greeting,test,ID
22646,"hey there, how are you today",greeting,test,ID
22647,"hello, how is it going",greeting,test,ID
22648,"hi there, how are you doing",greeting,test,ID
22649,"hey, how are you",greeting,test,ID
22650,"hey, what's up",greeting,test,ID
22651,"hello, how are you doing",greeting,test,ID
22652,"hi, how are you",greeting,test,ID
22653,"hi, how are you today",greeting,test,ID
22654,"hello, how are things",greeting,test,ID
22655,hey there,greeting,test,ID
22656,"hey, what's new",greeting,test,ID
22657,it is good to see you,greeting,test,ID
22658,i'd like to know how you are doing,greeting,test,ID
22659,hello there,greeting,test,ID
22660,tell me how you are doing,greeting,test,ID
22661,"hello there, good morning",greeting,test,ID
22662,let me know how you are doing,greeting,test,ID
22663,well hi there,greeting,test,ID
22664,i want to know how you are doing,greeting,test,ID
22665,i need to know how you are doing today,greeting,test,ID
22666,hello there ai,greeting,test,ID
22667,will you tell me how the ai is doing,greeting,test,ID
22668,would you tell me how the ai is doing,greeting,test,ID
22669,hola!,greeting,test,ID
22670,so please reset your factory settings,reset_settings,test,ID
22671,i need your to reset to factory settings,reset_settings,test,ID
22672,now reset your factory settings,reset_settings,test,ID
22673,revert to the original configuration,reset_settings,test,ID
22674,change back to the factory set up,reset_settings,test,ID
22675,change all setting to original ones,reset_settings,test,ID
22676,please reset to factory settings,reset_settings,test,ID
22677,reset all settings to the factory settings,reset_settings,test,ID
22678,can you please revert to factory settings at this time,reset_settings,test,ID
22679,please remove current settings and go back to factory settings now,reset_settings,test,ID
22680,please reset to factory settings at once,reset_settings,test,ID
22681,"i would like you to change the settings back to factory default now, please",reset_settings,test,ID
22682,adjust settings back to original factory settings immediately,reset_settings,test,ID
22683,can you reset your factory settings,reset_settings,test,ID
22684,could you please reset your factory settings,reset_settings,test,ID
22685,your factory settings need to be reset,reset_settings,test,ID
22686,go back to your manufacturers' settings,reset_settings,test,ID
22687,prioritize to the settings you started with,reset_settings,test,ID
22688,reset to your original settings,reset_settings,test,ID
22689,restart your actions with the original settings you came with,reset_settings,test,ID
22690,please rely on your original settings,reset_settings,test,ID
22691,can you return to the factory fresh settings,reset_settings,test,ID
22692,please return to default settings,reset_settings,test,ID
22693,revert to original settings,reset_settings,test,ID
22694,start over using factory setting,reset_settings,test,ID
22695,go back to the default settings please,reset_settings,test,ID
22696,revert to factory settings,reset_settings,test,ID
22697,go back to factory settings,reset_settings,test,ID
22698,please turn on factory settings,reset_settings,test,ID
22699,revert back to factory settings,reset_settings,test,ID
22700,tell me what your name is,what_is_your_name,test,ID
22701,what did they name you,what_is_your_name,test,ID
22702,"hey, how do i call your attention",what_is_your_name,test,ID
22703,what's your name,what_is_your_name,test,ID
22704,give me your name so i can use you,what_is_your_name,test,ID
22705,how should i address you,what_is_your_name,test,ID
22706,what do i call you,what_is_your_name,test,ID
22707,what's your name anyway,what_is_your_name,test,ID
22708,tell me what to call you,what_is_your_name,test,ID
22709,can you tell me what you are called,what_is_your_name,test,ID
22710,what should you be called,what_is_your_name,test,ID
22711,what should i use when i refer to you,what_is_your_name,test,ID
22712,how do you say your name,what_is_your_name,test,ID
22713,what is your preferred name,what_is_your_name,test,ID
22714,what can i call you,what_is_your_name,test,ID
22715,what name do you go by,what_is_your_name,test,ID
22716,who do i have the pleasure of speaking with,what_is_your_name,test,ID
22717,may i have your name,what_is_your_name,test,ID
22718,who am i speaking with,what_is_your_name,test,ID
22719,and your name is,what_is_your_name,test,ID
22720,"what do i call you, ai",what_is_your_name,test,ID
22721,"what name do you go by, ai",what_is_your_name,test,ID
22722,"ai, what is your name",what_is_your_name,test,ID
22723,"what do they call you, ai",what_is_your_name,test,ID
22724,"ai, what is your given name",what_is_your_name,test,ID
22725,what name do you want me to use,what_is_your_name,test,ID
22726,what do you like to be called,what_is_your_name,test,ID
22727,what should i call you,what_is_your_name,test,ID
22728,what would you like me to call you,what_is_your_name,test,ID
22729,what is your name,what_is_your_name,test,ID
22730,how do i set up a direct deposit,direct_deposit,test,ID
22731,how do i set up direct deposit,direct_deposit,test,ID
22732,chase account direct deposit options,direct_deposit,test,ID
22733,set my paycheck to direct deposit to chase account,direct_deposit,test,ID
22734,activate direct deposit to chase account,direct_deposit,test,ID
22735,chase account options direct deposit,direct_deposit,test,ID
22736,bank options direct deposit,direct_deposit,test,ID
22737,how do i set up a direct deposit for my paycheck,direct_deposit,test,ID
22738,how to activate direct deposit to chase account,direct_deposit,test,ID
22739,get my paycheck to direct deposit,direct_deposit,test,ID
22740,direct deposit,direct_deposit,test,ID
22741,i need a direct deposit,direct_deposit,test,ID
22742,can we get a direct deposit,direct_deposit,test,ID
22743,set up direct deposit,direct_deposit,test,ID
22744,i want to set up direct deposit,direct_deposit,test,ID
22745,setting up direct deposit,direct_deposit,test,ID
22746,how do i get my paycheck into direct deposit at nations bank,direct_deposit,test,ID
22747,could you tell me how to set up direct deposit for my check from work at nations bank,direct_deposit,test,ID
22748,if i want to direct deposit my check into my nations bank account how do i do that,direct_deposit,test,ID
22749,i need to know how to do direct deposit with my paycheck at nations bank,direct_deposit,test,ID
22750,could you tell me how to direct deposit my check from work into nations bank,direct_deposit,test,ID
22751,how does one set up direct deposit to my bank account,direct_deposit,test,ID
22752,what do i need to do to set up direct deposit,direct_deposit,test,ID
22753,what is the process of setting up direct deposit,direct_deposit,test,ID
22754,"if i want to set up direct deposit, how do i do it",direct_deposit,test,ID
22755,i'm not sure how to set up direct deposit,direct_deposit,test,ID
22756,can you tell me how to set up direct deposit,direct_deposit,test,ID
22757,"i'd like my checks to be deposited into my account directly, how do i do that",direct_deposit,test,ID
22758,i'd like to set up direct deposit,direct_deposit,test,ID
22759,how do i set up my direct deposit,direct_deposit,test,ID
22760,what's my bank of america account getting in interest,interest_rate,test,ID
22761,where do i see what interest my mortgage has,interest_rate,test,ID
22762,is there somewhere my personal loan displays the interest rate i'm paying on it,interest_rate,test,ID
22763,what's the apr on my savings account,interest_rate,test,ID
22764,what interest rate am i getting from bank of america,interest_rate,test,ID
22765,what interest rate am i getting from wells fargo,interest_rate,test,ID
22766,what interest rate is bofi giving me on my cd,interest_rate,test,ID
22767,how do i find the interest rate for my checking account,interest_rate,test,ID
22768,what interest rate am i getting from citrix,interest_rate,test,ID
22769,how can i tell what the interest rate on my money market account is,interest_rate,test,ID
22770,what's my checking account yielding in interest,interest_rate,test,ID
22771,how much interest is my nfcu accrueing,interest_rate,test,ID
22772,what interest rate am i getting from sunflower bank,interest_rate,test,ID
22773,where do i go to find the interest rate on my savings account,interest_rate,test,ID
22774,what interest rate am i getting from nfcu,interest_rate,test,ID
22775,for my savings account i would like to know the interest rate,interest_rate,test,ID
22776,i need my checking account's interest rate,interest_rate,test,ID
22777,tell me the interest for my savings account,interest_rate,test,ID
22778,what's the interest rate on my savings account,interest_rate,test,ID
22779,i want the interest rate for my checking account,interest_rate,test,ID
22780,can i get the interest rate for my checking account,interest_rate,test,ID
22781,i need to get the interest rate of my savings account,interest_rate,test,ID
22782,what's my savings account interest,interest_rate,test,ID
22783,what's my savings account interest rate,interest_rate,test,ID
22784,i would like the interest rate for my savings account,interest_rate,test,ID
22785,what amount of interest does my checking account earn,interest_rate,test,ID
22786,what does my checking account at chase earn in interest,interest_rate,test,ID
22787,what amount of interest does my checking account at chase earn,interest_rate,test,ID
22788,what interest rate does my checking account come with,interest_rate,test,ID
22789,what does chase pay in interest per year,interest_rate,test,ID
22790,when can i change my credit limit,credit_limit_change,test,ID
22791,can i change my credit limit,credit_limit_change,test,ID
22792,can i get more credit,credit_limit_change,test,ID
22793,i need to change the credit limit i have,credit_limit_change,test,ID
22794,you need to tell me how to increase credit limit for my chase card,credit_limit_change,test,ID
22795,need to increase credit limit for chase card,credit_limit_change,test,ID
22796,i need to increase credit limit for my chase card,credit_limit_change,test,ID
22797,please tell me how to increase credit limit for the chase card,credit_limit_change,test,ID
22798,tell me how to increase credit limit for chase card,credit_limit_change,test,ID
22799,is it possible for me to increase my credit limit by 500 dollars,credit_limit_change,test,ID
22800,can my credit limit be increased by 500 dollars,credit_limit_change,test,ID
22801,"i would like to increase my credit limit, can i do so by 500 dollars",credit_limit_change,test,ID
22802,may i increase my credit limit by 500 dollars,credit_limit_change,test,ID
22803,could i perhaps increase by credit limit by 500 dollars,credit_limit_change,test,ID
22804,can i increase the credit limit on my mastercard,credit_limit_change,test,ID
22805,can i increase the credit limit on my visa card,credit_limit_change,test,ID
22806,can i increase the credit limit on my discover card,credit_limit_change,test,ID
22807,can i increase the credit limit on my capital one card,credit_limit_change,test,ID
22808,can i increase the credit limit on my travel rewards card,credit_limit_change,test,ID
22809,how can i get my credit limit to be increased to $1000,credit_limit_change,test,ID
22810,can you get my credit limit increased to $1000,credit_limit_change,test,ID
22811,how do i get my credit limit increased to $1000,credit_limit_change,test,ID
22812,how do i ask for a limit increase on my discover card,credit_limit_change,test,ID
22813,can i get my limit increased on my discover card,credit_limit_change,test,ID
22814,how can i get a limit increase on my discover card,credit_limit_change,test,ID
22815,who do i need to contact to ask for a credit limit increase on my discover card,credit_limit_change,test,ID
22816,can you increase my credit limit to $1000,credit_limit_change,test,ID
22817,can my credit limit be increased to $1000,credit_limit_change,test,ID
22818,how do i adjust my credit limit,credit_limit_change,test,ID
22819,how can i increase the credit limit on my discover card,credit_limit_change,test,ID
22820,what are your hobbies exactly,what_are_your_hobbies,test,ID
22821,what are your hobbies in life,what_are_your_hobbies,test,ID
22822,what are some of your hobbies,what_are_your_hobbies,test,ID
22823,i would like to know some of your hobbies,what_are_your_hobbies,test,ID
22824,would you give me examples of what some of your hobbies are,what_are_your_hobbies,test,ID
22825,tell me what some of your hobbies are,what_are_your_hobbies,test,ID
22826,i am needing to know what some of your hobbies are,what_are_your_hobbies,test,ID
22827,i need you to talk to me about your hobbies,what_are_your_hobbies,test,ID
22828,would you tell me about your hobbies,what_are_your_hobbies,test,ID
22829,i want to talk to you about your hobbies,what_are_your_hobbies,test,ID
22830,give me examples of what some of your hobbies are,what_are_your_hobbies,test,ID
22831,what kinds of hobbies do you have,what_are_your_hobbies,test,ID
22832,what hobbies do you like to do,what_are_your_hobbies,test,ID
22833,would you tell me the hobbies the ai has,what_are_your_hobbies,test,ID
22834,what are the ai's hobbies,what_are_your_hobbies,test,ID
22835,does the ai have hobbies,what_are_your_hobbies,test,ID
22836,what kind of hobbies does the ai have,what_are_your_hobbies,test,ID
22837,can you tell me what hobbies the ai has,what_are_your_hobbies,test,ID
22838,what do you engage in during your free time,what_are_your_hobbies,test,ID
22839,what kind of things to you like to outside of work,what_are_your_hobbies,test,ID
22840,what do you like to do during your leisure time,what_are_your_hobbies,test,ID
22841,what kinds of activities to you participate in during your free time,what_are_your_hobbies,test,ID
22842,what do you do on off days,what_are_your_hobbies,test,ID
22843,how to you spend your free time,what_are_your_hobbies,test,ID
22844,what do you do after work,what_are_your_hobbies,test,ID
22845,what do you like to do besides work,what_are_your_hobbies,test,ID
22846,if you have hobbies tell me some of them,what_are_your_hobbies,test,ID
22847,what kind of hobbies are you interested in,what_are_your_hobbies,test,ID
22848,any hobbies you like to do,what_are_your_hobbies,test,ID
22849,what do you enjoy doing in your off time,what_are_your_hobbies,test,ID
22850,"book me a flight to jackson, mississippi from austin texas on american airlines",book_flight,test,ID
22851,book me a place to chicago from atlanta united airlines,book_flight,test,ID
22852,can you book me a flight to memphis from st louis on delta airlines,book_flight,test,ID
22853,book a flight to los angeles from las vegas on american airlines,book_flight,test,ID
22854,"book me a flight to dallas from st, paul, minnesota on delta airlines",book_flight,test,ID
22855,i need a flight on delta from los angeles to seattle,book_flight,test,ID
22856,i need to book a flight on jet blue to boston from new york,book_flight,test,ID
22857,can you get me a flight from san francisco to san jose using american airlines,book_flight,test,ID
22858,i want a flight from new york to san francisco using delta,book_flight,test,ID
22859,get me a flight from barcelona to paris from jet blue,book_flight,test,ID
22860,"""i'll be travelling from lax and headed to phl for 120 on the 10th of may",book_flight,test,ID
22861,"""i'm fly out from lax to phl this weekend for around $120",book_flight,test,ID
22862,"""i""m headed out to lax and going to phl for a low price of $120 this weekend on the 12th",book_flight,test,ID
22863,"""i'm going on a flight from lax and going to phl, which is only $120 on june 15th",book_flight,test,ID
22864,"""i'll leave to lax and go to phl for $120 on nov 5th",book_flight,test,ID
22865,book me a flight from midway to jfk for less than 200 dollars,book_flight,test,ID
22866,i need a flight from boston to miami for under 300 dollars,book_flight,test,ID
22867,can i fly from atlanta to san francisco for less than 100 dollars,book_flight,test,ID
22868,book a flight from new york to la for less than 200 dollars,book_flight,test,ID
22869,find me a flight from seattle to detroit for less than 200 dollars,book_flight,test,ID
22870,i want to a book a roundtrip flight from san antonio to dtw departing on friday and returning on wednesday,book_flight,test,ID
22871,i'm looking for a flight from billings to cleveland on may 2 and a return on may 9,book_flight,test,ID
22872,i'm looking for flights that depart on the 3rd and return on z from monday to friday,book_flight,test,ID
22873,what roundtrip flights from orlando to vegas are available from thursday to monday,book_flight,test,ID
22874,are there any roundtrip flights from shanghai to seatac that depart on wednesday and return on the thirty first,book_flight,test,ID
22875,make sure i get a delta flight from pittsburgh to arizona,book_flight,test,ID
22876,book a delta flight to arizona from pittsburgh,book_flight,test,ID
22877,schedule a flight from pittsburgh to arizona on delta,book_flight,test,ID
22878,i want to fly to atlanta for under 300 from pittsburgh,book_flight,test,ID
22879,i need a flight for under 300 from pittsburgh to atlanta,book_flight,test,ID
22880,does my shopping list have pop tarts,shopping_list,test,ID
22881,can you check to see if my shopping list already has milk,shopping_list,test,ID
22882,did i remember to put oatmeal on my list,shopping_list,test,ID
22883,iterate over the items on my grocery list,shopping_list,test,ID
22884,tell me what i have on my shopping list,shopping_list,test,ID
22885,do i have twinkies on the grocery list,shopping_list,test,ID
22886,have i already got eggs down on the shopping list,shopping_list,test,ID
22887,recite the items i'm planning to purchase,shopping_list,test,ID
22888,what do i currently have on my shopping list,shopping_list,test,ID
22889,what's on my to-buy list,shopping_list,test,ID
22890,what's on my purchase list,shopping_list,test,ID
22891,do i have to buy milk,shopping_list,test,ID
22892,is milk on my shopping list,shopping_list,test,ID
22893,is milk one of my shopping list items,shopping_list,test,ID
22894,am i supposed to buy milk,shopping_list,test,ID
22895,is milk one of the things i need to buy,shopping_list,test,ID
22896,tell me what's is on my shopping list,shopping_list,test,ID
22897,please read my shopping list,shopping_list,test,ID
22898,did you put carrots on the shopping list,shopping_list,test,ID
22899,does the shopping list have apples on it,shopping_list,test,ID
22900,are carrots added to the grocery list,shopping_list,test,ID
22901,is garlic on my grocery list,shopping_list,test,ID
22902,did carrots get on my shopping list,shopping_list,test,ID
22903,what things are on my shopping list today,shopping_list,test,ID
22904,tell me the items in my shopping list,shopping_list,test,ID
22905,what does my shopping list contain,shopping_list,test,ID
22906,i need to know what's on my shopping list,shopping_list,test,ID
22907,what is on the shopping list,shopping_list,test,ID
22908,please let me know what is on my shopping list,shopping_list,test,ID
22909,let me know what's on my shopping list,shopping_list,test,ID
22910,"text chrissy, i'm on my way",text,test,ID
22911,"text dave, i'll be there soon",text,test,ID
22912,send davis a text i'll be there in a few,text,test,ID
22913,text laura i'll be late for dinner,text,test,ID
22914,"text mike, ""i'm running late",text,test,ID
22915,tell jim i'm coming home soon,text,test,ID
22916,i want to tell susan that the meeting has been cancelled,text,test,ID
22917,tell fred that i don't have his guitar,text,test,ID
22918,could you send a text to bill saying no,text,test,ID
22919,text mark hello,text,test,ID
22920,text emily,text,test,ID
22921,please text john,text,test,ID
22922,i want you to text mark,text,test,ID
22923,get a text to mark,text,test,ID
22924,can you text walt and tell him to meet me at the car wash,text,test,ID
22925,text courtney and inform her about the detour,text,test,ID
22926,text dan and tell him to go home,text,test,ID
22927,text samantha and let her know i will arrive in 10 minutes,text,test,ID
22928,text katy and tell her i love her,text,test,ID
22929,text jean and tell him to call work,text,test,ID
22930,text steve and tell him i am running late,text,test,ID
22931,i'd like you to text marie and let her know to meet me at the hospital,text,test,ID
22932,text jeff and tell him to pay the bill,text,test,ID
22933,text mark and tell him to leave now,text,test,ID
22934,send jack a text saying hi,text,test,ID
22935,send a text that says hi to abby,text,test,ID
22936,"i'd like to send a text to jack, say ""hi",text,test,ID
22937,can you text dave and tell him i like his paper,text,test,ID
22938,can you text mary and tell her she is amazing,text,test,ID
22939,can you text bill and tell him i love him,text,test,ID
22940,what do i owe to jcp,bill_balance,test,ID
22941,what is the amount due on my visa,bill_balance,test,ID
22942,how much do i owe visa,bill_balance,test,ID
22943,how much do you think my rent and electric bills are,bill_balance,test,ID
22944,what would you say my gas and phone bills are at,bill_balance,test,ID
22945,i need to know the price of my car payment and insurance please,bill_balance,test,ID
22946,what price is my credit card and my water bill at,bill_balance,test,ID
22947,how much is my water and sewer,bill_balance,test,ID
22948,how much do i need to pay for my electricity and water bills,bill_balance,test,ID
22949,what is the cost of my rent and water bills,bill_balance,test,ID
22950,how much are my rent and cable,bill_balance,test,ID
22951,how much does my water and electricity cost,bill_balance,test,ID
22952,what do i owe this month on all my bills,bill_balance,test,ID
22953,"i think all my bills are paid, but can you double check",bill_balance,test,ID
22954,"i think i owe about 100 left on my bills, am i forgetting anything",bill_balance,test,ID
22955,what are my bills this month,bill_balance,test,ID
22956,what does my cable bill look like,bill_balance,test,ID
22957,has my electricity bill increased this month how much,bill_balance,test,ID
22958,how expensive is my internet,bill_balance,test,ID
22959,how much will my monthly bill be,bill_balance,test,ID
22960,what are my total bills this month,bill_balance,test,ID
22961,what will i be paying for utilities this month,bill_balance,test,ID
22962,how much is my telephone bill this month,bill_balance,test,ID
22963,how much is due for my water bill,bill_balance,test,ID
22964,how much do i have to pay this month,bill_balance,test,ID
22965,tell me my water bill please,bill_balance,test,ID
22966,is the phone bill the same as last month,bill_balance,test,ID
22967,whens my insurance due and how much does it cost,bill_balance,test,ID
22968,how much is the car bill this month,bill_balance,test,ID
22969,what is the electricity bill,bill_balance,test,ID
22970,can i share my location with david,share_location,test,ID
22971,please send my location to kevin and also to lucy,share_location,test,ID
22972,how do i share my location with kate and mike,share_location,test,ID
22973,can you let michael and julie know my location,share_location,test,ID
22974,please let lisa and chris know my location information,share_location,test,ID
22975,make my location available with david and kate,share_location,test,ID
22976,i need to give my location to macy and george,share_location,test,ID
22977,i'd like for this person to know my location,share_location,test,ID
22978,can you indicate my location to my friend,share_location,test,ID
22979,share my location with this person,share_location,test,ID
22980,send my location to this individual,share_location,test,ID
22981,what is my current location,share_location,test,ID
22982,share location with john,share_location,test,ID
22983,give ann and scott my location,share_location,test,ID
22984,could you inform ann and scott of my location,share_location,test,ID
22985,let ann and scott know where i am,share_location,test,ID
22986,will you make sure ann and scott know my location,share_location,test,ID
22987,tell ann and scott where i am,share_location,test,ID
22988,tell david my location,share_location,test,ID
22989,send david my location,share_location,test,ID
22990,tell my location to david,share_location,test,ID
22991,tell david where i am,share_location,test,ID
22992,share location with david,share_location,test,ID
22993,show allison how to get to me,share_location,test,ID
22994,send my location to sis,share_location,test,ID
22995,show cody where i am,share_location,test,ID
22996,share my location to susan,share_location,test,ID
22997,share my current location with kristen,share_location,test,ID
22998,send sarah my current location,share_location,test,ID
22999,please send my location to rob and mary,share_location,test,ID
23000,how do i get stuff with visa points,redeem_rewards,test,ID
23001,what are my mastercard points good for,redeem_rewards,test,ID
23002,how many points do i have to cash,redeem_rewards,test,ID
23003,where can i cash out my card points,redeem_rewards,test,ID
23004,what do i have to do to use my credit points acquired through purchases,redeem_rewards,test,ID
23005,how do i use my card reward points for my next flight,redeem_rewards,test,ID
23006,how do i go about getting cash for my card points accumulated,redeem_rewards,test,ID
23007,tell me how to get my points from credit card use cashed in,redeem_rewards,test,ID
23008,i want to use my card reward points,redeem_rewards,test,ID
23009,can i redeem my points by transferring them to someone as a gift,redeem_rewards,test,ID
23010,can i redeem my points on gas,redeem_rewards,test,ID
23011,can i redeem my points for flights,redeem_rewards,test,ID
23012,can i get cash back for my points,redeem_rewards,test,ID
23013,can i use my points to pay my credit card,redeem_rewards,test,ID
23014,what are the steps to get my rewards for my visa card,redeem_rewards,test,ID
23015,how can i cash out my rewards for a visa card,redeem_rewards,test,ID
23016,how can i claim my rewards for my visa card,redeem_rewards,test,ID
23017,how can i get my rewards for my master card,redeem_rewards,test,ID
23018,where would i get my rewards for my master card,redeem_rewards,test,ID
23019,let me cash my credit rewards,redeem_rewards,test,ID
23020,help me redeem my reward points,redeem_rewards,test,ID
23021,put in a request for cashing in credit points,redeem_rewards,test,ID
23022,i want to use my credit rewards now,redeem_rewards,test,ID
23023,i need to use my credit points,redeem_rewards,test,ID
23024,i need to redeem my visa points,redeem_rewards,test,ID
23025,whats the policy to redeem my visa reward points,redeem_rewards,test,ID
23026,what can i get with my mastercard points,redeem_rewards,test,ID
23027,how do i cash in my amex reward points,redeem_rewards,test,ID
23028,how do i redeem my visa points,redeem_rewards,test,ID
23029,i want to shop using credit card points,redeem_rewards,test,ID
23030,play the song called baby shark,play_music,test,ID
23031,play the song called wreckless love,play_music,test,ID
23032,play the song called i want it that way,play_music,test,ID
23033,play the song called dancing on the ceiling,play_music,test,ID
23034,play the song called amazing grace,play_music,test,ID
23035,get me my slow sounds,play_music,test,ID
23036,let me hear my slow songs,play_music,test,ID
23037,pull up the songs under slow,play_music,test,ID
23038,i want to hear my slow playlist,play_music,test,ID
23039,i'm in the mood for slow songs and nothing else,play_music,test,ID
23040,"the song that goes, ""starships were meant to fly"", play it",play_music,test,ID
23041,"please play that song that goes, ""starships were meant to fly",play_music,test,ID
23042,"play the song that goes, ""starships were meant to fly",play_music,test,ID
23043,"can you play the song that goes like, ""starships were meant to fly",play_music,test,ID
23044,"will you play the song that goes like, ""starships were meant to fly",play_music,test,ID
23045,drop some beats,play_music,test,ID
23046,turn on top 20 country hits,play_music,test,ID
23047,turn on my tunes,play_music,test,ID
23048,please play music by acdc,play_music,test,ID
23049,play oldschool rap,play_music,test,ID
23050,put on some metallica music,play_music,test,ID
23051,play music by ludacris,play_music,test,ID
23052,bump some jams,play_music,test,ID
23053,play ludacris hits,play_music,test,ID
23054,play a song,play_music,test,ID
23055,turn on metallicas greatest hits,play_music,test,ID
23056,put on my 90s playlist,play_music,test,ID
23057,can you play music by led zepplin,play_music,test,ID
23058,lets play some music by korn,play_music,test,ID
23059,do play the music by linkin park,play_music,test,ID
23060,i need to add something to my calendar for next tuesday,calendar_update,test,ID
23061,please clear my calendar,calendar_update,test,ID
23062,take the doctor appointment off my calendar please,calendar_update,test,ID
23063,can you add an event to my calendar,calendar_update,test,ID
23064,erase all events on friday from my calendar,calendar_update,test,ID
23065,remove jess's party from my calendar,calendar_update,test,ID
23066,delete all calendar entries on march 3,calendar_update,test,ID
23067,delete dentist from my calendar,calendar_update,test,ID
23068,cancel doctors appointment from my calendar,calendar_update,test,ID
23069,erase meeting with jeff from my calendar,calendar_update,test,ID
23070,clear my calendar on feb 28,calendar_update,test,ID
23071,cancel event scheduled for this afternoon,calendar_update,test,ID
23072,please take off my calendar on saturday the 6th birthday party for john,calendar_update,test,ID
23073,i want to take the 8am meeting with sam on monday the 5th off my calendar,calendar_update,test,ID
23074,please remove lunch with sally that is on my calendar on tuesday the 8th,calendar_update,test,ID
23075,i need buy a birthday gift for sue taken off my calendar  it is on monday or tuesday last week,calendar_update,test,ID
23076,will you remove the dinner with june on saturday the 4th at 7pm from my calendar,calendar_update,test,ID
23077,can you cancel improv class from my calendar for may 7th,calendar_update,test,ID
23078,clear my calendar for may 3rd,calendar_update,test,ID
23079,take work from my calendar for may 7th,calendar_update,test,ID
23080,clear my calendar for september 6th,calendar_update,test,ID
23081,delete jury duty from my calendar for may 7th,calendar_update,test,ID
23082,remove fencing from my calendar for may 7th,calendar_update,test,ID
23083,clear my calendar for february 29th,calendar_update,test,ID
23084,clear my calendar for april 20th,calendar_update,test,ID
23085,clear my calendar for november 11th,calendar_update,test,ID
23086,remove wrestlemania from my calendar for may 7th,calendar_update,test,ID
23087,what can i do to get rid of this event,calendar_update,test,ID
23088,what is the best way to remove this appointment,calendar_update,test,ID
23089,friday needs to be clear on my calendar,calendar_update,test,ID
23090,tell me if you are a human or are a computer,are_you_a_bot,test,ID
23091,would you tell me if you are a human or are a computer,are_you_a_bot,test,ID
23092,provide me with the knowledge of whether you are a human or are a computer,are_you_a_bot,test,ID
23093,let me know if you are a human or are a computer,are_you_a_bot,test,ID
23094,i need to know whether you are a human or are a computer,are_you_a_bot,test,ID
23095,are you real,are_you_a_bot,test,ID
23096,can you tell me if your a bot,are_you_a_bot,test,ID
23097,i want to know if your a bot,are_you_a_bot,test,ID
23098,is this a bot,are_you_a_bot,test,ID
